name,last_names,age,gender,group_index,rank_index
Viviana,Pérez Suárez,31,Masculino,41,4
Andrés,Pérez Sánchez,18,Femenino,787,7
Marcos,Gutiérrez Calderón,29,Masculino,469,5
Kelly,Palacios Bolaños,27,Femenino,297,8
Alberto,Cardona Herrera,36,Masculino,597,4
Marcela,Espinosa Alzate,18,Masculino,601,6
Stiven,García Herrera,34,Femenino,42,4
Alejandra,Ortega Gil,33,Masculino,632,4
David,Vargas Sanabria,23,Masculino,279,6
Moisés,Duque Pérez,27,Femenino,459,6
Inés,Palacio Bohórquez,19,Masculino,33,7
Angie,Salamanca Ceballos,31,Femenino,276,5
Walter,Guzmán Núñez,27,Masculino,665,5
Mayerly,Hernández Sánchez,36,No binario,90,5
Hugo,López Caro,32,Prefiero no decir,616,8
Leonor,Monroy Domínguez,32,Masculino,524,5
Miguel,Durán Delgado,32,Femenino,160,5
Luz,Aguilar Arévalo,34,Femenino,458,5
Andrea,Guzmán Mejía,30,Masculino,708,5
Marcela,García Camacho,29,Femenino,399,4
Adriana,Cruz Ramírez,35,Femenino,774,8
José,Castillo Contreras,36,Masculino,91,4
María,Morales Muñoz,18,Femenino,709,7
Danilo,Cárdenas González,31,Masculino,581,3
David,Gallego Triana,27,Femenino,466,6
Mónica,Martínez Cardozo,40,Masculino,220,8
Andrés,Córdoba Mesa,34,Masculino,419,4
Alejandra,Gutiérrez Rojas,37,Masculino,379,8
José,Palacios Romero,30,Masculino,726,5
Flor,Prieto Martínez,33,Femenino,447,8
Andrés,Álvarez Parra,24,Masculino,146,6
Sandra,Correa Rojas,30,Masculino,233,5
Pablo,Acevedo Osorio,36,Masculino,371,4
Valentina,Flórez Serna,28,Masculino,234,5
Mariana,Rodríguez Díaz,42,Femenino,726,3
Humberto,Fajardo Ríos,30,Masculino,367,4
Yohana,Salazar Hernández,44,Femenino,481,3
Amparo,Castillo Rentería,29,Femenino,573,5
Carmen,Martínez Hurtado,20,Femenino,363,7
Luz,Peña Rojas,32,Masculino,590,4
Fredy,Forero Pulido,39,Femenino,511,3
Eduardo,Vásquez Velandia,23,Masculino,95,6
Elkin,Jaramillo Marín,33,Masculino,216,4
Julián,Vélez Restrepo,40,Femenino,725,3
Gonzalo,Durán García,39,Femenino,712,4
Saúl,Álvarez Ortiz,27,Masculino,543,8
Luis,Rodríguez Castillo,22,Femenino,135,7
Jorge,Giraldo Moreno,34,Femenino,83,5
Franco,Arboleda García,19,Masculino,391,6
Fernando,Sepúlveda Loaiza,26,Masculino,47,5
Edward,Palacios Soto,28,Masculino,392,6
Rosalba,Jaimes Pérez,26,Masculino,718,6
María,Rivera Valencia,30,Masculino,385,6
Emilce,Durán Silva,34,Masculino,381,4
Mauricio,García Bedoya,42,Masculino,77,2
Paola,Arrieta Ávila,35,Masculino,259,5
René,Beltrán Fernández,19,Masculino,604,7
Tatiana,Fuentes Rojas,29,Masculino,399,5
Jhonatan,Meneses Gómez,22,Masculino,100,7
Luz,Pérez Padilla,36,Femenino,501,8
Yuli,Ávila González,31,Masculino,383,4
Patricia,Martínez Mosquera,25,Femenino,707,6
José,García Oviedo,24,Prefiero no decir,192,6
María,Mora Meneses,24,Masculino,580,8
Armando,Fuentes Zambrano,30,Masculino,754,8
Johana,Cabrera Pérez,20,Femenino,602,6
Mercedes,Guerra Galeano,32,Masculino,345,4
Alberto,Benítez Valencia,18,Masculino,10,7
Leonor,Castaño Restrepo,41,Masculino,264,3
Estefanía,Cifuentes Ortiz,21,Masculino,268,7
Fidel,Martínez Morales,40,Masculino,630,8
Antonio,Cerón Marín,26,Prefiero no decir,762,5
Ester,Ortiz Palacios,25,Masculino,571,6
Enrique,Barrera Ruiz,25,Femenino,195,5
María,Fernández Gaviria,27,Femenino,562,5
Silvia,Soto Hernández,28,Masculino,407,5
Liliana,Forero Ortiz,24,Masculino,296,7
Inés,Moreno Ruiz,34,Femenino,97,8
Antonio,Castellanos Ortiz,32,Masculino,462,8
Vilma,Castro Sánchez,39,Masculino,639,4
Andrés,Jiménez Navarro,22,Masculino,758,7
Elsy,Murillo Lozano,24,Masculino,87,6
Alberto,Castaño Parra,37,Masculino,77,4
Cecilia,Pinto Bernal,36,Femenino,716,3
Denis,Ortiz González,46,Masculino,483,4
Marta,Peña Gómez,39,Masculino,146,8
Emma,Arroyo Valencia,23,Femenino,661,6
Margarita,Salazar González,27,Femenino,111,6
Lina,Perea Parra,37,Femenino,641,4
Margarita,Mosquera Giraldo,25,Femenino,765,6
Esteban,Acosta Fuentes,47,Masculino,678,2
Yolanda,Castro Rosero,26,Femenino,297,5
Juan,Martínez Rodríguez,23,Femenino,426,6
Jorge,Delgado Padilla,41,Femenino,649,4
Luis,Parra Bejarano,21,Femenino,791,7
Óscar,Loaiza Mosquera,32,Femenino,334,4
Daniel,Granados Torres,24,Femenino,523,6
Carlos,Soto Campo,27,Femenino,583,5
Smith,Lozano Muñoz,27,Femenino,671,6
Carlos,Sarmiento Galindo,35,Femenino,728,3
Inés,Ramírez Mesa,52,Masculino,538,1
Jesús,Cruz Mosquera,29,Masculino,798,8
Liliana,Suárez Contreras,43,Femenino,162,4
Ariel,Rodríguez Paz,22,No binario,430,7
Elsa,Caicedo Osorio,35,Masculino,614,8
Arturo,Bastidas Rivera,37,Femenino,69,4
Sandra,Mena Valencia,33,Masculino,133,4
Wendy,Beltrán Garcés,29,Femenino,189,6
Claudia,Arboleda Monroy,32,Femenino,723,8
Piedad,Rosero Hernández,41,Femenino,755,8
Luz,Castro Zuluaga,28,Femenino,678,5
Ricardo,Pérez Morales,22,Masculino,573,7
Patricia,Pinzón Jiménez,38,Masculino,279,3
José,Guevara Erazo,34,Masculino,430,8
Patricia,Gómez García,24,Femenino,625,8
Yuliana,Ramírez Páez,31,Femenino,542,4
Esperanza,Pérez Martínez,36,Masculino,161,5
Ángela,Caicedo Velasco,32,Masculino,746,3
Ana,Silva Cruz,38,Femenino,453,4
Matilde,Castillo Molina,26,Femenino,170,7
Alberto,García Agudelo,32,Femenino,698,5
Diego,Martínez Guerrero,46,Femenino,57,3
Fredy,Martínez Jaimes,32,Masculino,240,5
Inés,Méndez Castellanos,34,Masculino,769,8
Marcela,Ramos Giraldo,26,Femenino,358,6
Juan,Cifuentes Orjuela,29,Masculino,201,5
Julián,Herrera Rueda,34,Masculino,444,4
Jonatan,Rodríguez Peña,30,Masculino,302,8
María,Mosquera Mena,21,Masculino,106,7
Ever,Pérez Paz,43,Masculino,101,4
Carlos,Contreras Cardona,43,Femenino,97,3
Manuel,Vargas Carvajal,46,Prefiero no decir,665,2
Jair,Hurtado Lozano,40,Masculino,29,3
Sonia,Villa González,24,Femenino,506,6
Miguel,Jaimes Tovar,40,Masculino,665,8
Azucena,Díaz Rivera,23,Masculino,438,5
Juan,Figueroa López,24,Femenino,379,7
Stiven,Barreto Díaz,27,Prefiero no decir,73,5
Luz,García Pacheco,23,No binario,254,6
Gilberto,Torres Cerón,21,Masculino,516,6
Julián,Londoño Alvarado,35,Masculino,749,4
César,Salazar Martínez,27,No binario,550,5
Alexander,Torres Arteaga,28,Masculino,20,6
Fernando,Rodríguez Valencia,40,Femenino,625,3
David,Narváez Suárez,27,Masculino,535,5
Antonio,Padilla Díaz,26,Femenino,421,5
Cecilia,Parra Barrera,29,Femenino,446,8
Yeferson,Herrera Caicedo,26,Masculino,136,5
Fredy,Romero Martínez,20,Femenino,505,7
Mauricio,Flórez Correa,26,Masculino,760,5
Víctor,García Ruiz,23,Masculino,301,7
Jhon,Valencia Cano,23,Masculino,609,6
María,López Barrera,22,Masculino,33,7
David,García Rodríguez,32,Masculino,647,5
Juan,Burbano Herrera,19,Masculino,767,6
Jhon,Londoño Alfonso,27,Masculino,278,6
Javier,Sánchez Díaz,23,No binario,133,5
Enrique,Montoya Bedoya,31,Masculino,750,4
Oswaldo,Niño Salcedo,40,Femenino,527,3
Wilson,Castaño Jiménez,52,Femenino,789,1
Alejandro,Correa Núñez,20,Femenino,126,7
Alberto,Peña Cardona,27,Femenino,345,4
Patricia,Ruiz Restrepo,38,Masculino,17,4
Alejandro,López Guevara,26,Masculino,562,6
Edna,Gonzáles Cáceres,26,Masculino,647,5
Marcos,Velásquez Quintero,26,Femenino,630,5
Pedro,Naranjo Cortés,39,Femenino,378,4
Marco,Naranjo Correa,34,Femenino,60,8
Jorge,Duque Medina,18,Masculino,637,7
David,Díaz Galvis,19,Femenino,467,7
Paulo,Sánchez Ortiz,37,Femenino,628,5
Piedad,Quiroz Romero,23,Masculino,391,7
Alejandra,García Gómez,35,Masculino,685,4
Luis,Rivera Córdoba,52,Femenino,187,1
Paola,Sánchez Fernández,41,Femenino,498,1
Manuel,Pulido Salas,28,Masculino,600,6
Juan,Vanegas Guzmán,28,Masculino,715,5
Liliana,López Rodríguez,26,Masculino,361,5
Alejandra,Romero Gaitán,55,Femenino,449,1
Tatiana,Melo Cáceres,27,Femenino,694,5
Ana,Carrillo Mosquera,19,Masculino,680,6
Blanca,Aguirre Medina,31,No binario,181,5
Elsa,Melo González,20,Femenino,130,6
Elizabeth,Buitrago Jiménez,34,Femenino,149,4
Alexander,Beltrán Herrera,21,Masculino,472,7
Esperanza,Pinto Torres,24,Masculino,721,6
Javier,Giraldo Nieto,33,Masculino,623,4
Diana,Sierra Martínez,41,Masculino,500,4
Margarita,Martínez Patiño,29,Femenino,649,6
Aida,Narváez Arias,19,Masculino,355,7
Dario,Rodríguez Ortega,27,Femenino,211,5
Wilmar,Guzmán Valencia,32,Femenino,658,4
María,Ramírez Pérez,20,Masculino,596,7
Mercedes,Arrieta Jaimes,24,Femenino,30,6
Raquel,Guerra Hernández,36,Masculino,577,5
Cristian,Moreno López,29,Masculino,24,5
Alexander,Gallego Gallego,30,Femenino,723,4
Beatriz,Pinzón Pinzón,23,Femenino,222,6
Gloria,Pulido Gaitán,31,Masculino,602,5
Jhony,Durán García,31,No binario,618,8
Augusto,Cárdenas Medina,31,Masculino,684,5
Marcela,Acosta Gómez,29,Masculino,742,5
Aida,Arrieta Martínez,32,Masculino,589,5
Óscar,Bernal Jiménez,32,Masculino,580,8
Luz,Amaya Duque,18,Masculino,401,7
Cecilia,Marín Hernández,28,Femenino,604,5
Andrea,Pérez García,31,Prefiero no decir,512,6
Johan,Vega Portilla,28,Femenino,88,6
Laura,Marín Mejía,25,Femenino,465,5
Camilo,López Valencia,42,Femenino,50,4
Betty,Zapata Muñoz,30,Femenino,103,5
Farid,García Nieto,33,Masculino,368,4
Alejandro,Reyes Suárez,31,Femenino,492,8
Sandra,Rodríguez Oviedo,30,Prefiero no decir,558,5
José,Hernández Pinzón,38,Masculino,691,8
María,Mendoza García,30,Masculino,779,5
Rafael,Molina Martínez,26,Masculino,268,6
María,Rojas González,34,Masculino,397,5
Fredy,Pabón Moreno,36,Femenino,320,3
Nelly,Pedraza Blanco,31,Femenino,520,5
Alejandro,Quintero Mora,39,Masculino,449,3
María,Sánchez Reyes,25,Masculino,777,6
José,Rodríguez Vargas,31,Femenino,476,5
Alberto,Flórez Muñoz,19,Femenino,590,7
Fredy,Martínez Gómez,38,Femenino,240,4
Martha,Mendoza Hernández,32,Masculino,258,4
Juliana,Flórez Martínez,31,Masculino,708,5
Freddy,Silva Cortés,34,Masculino,643,8
Rubén,Manrique Navarro,22,Masculino,390,6
Rosa,Medina García,36,Masculino,343,5
Leidy,Mercado Carmona,36,Masculino,773,5
José,Gómez Serna,34,Femenino,754,3
Milena,Ruiz Benítez,36,Masculino,387,8
Rafael,Jaimes Torres,24,Femenino,394,6
Carolina,Patiño Velasco,32,Masculino,683,4
Luis,Carmona Solano,26,Masculino,659,6
Junior,Moreno Prieto,41,Masculino,270,3
Jackeline,Puentes Chaparro,33,No binario,149,8
María,Perea Martínez,33,Masculino,380,4
Martha,Pinzón Mosquera,28,Masculino,28,6
Camila,Restrepo Palacios,40,Masculino,149,4
Alberto,Pinzón Cardozo,22,Femenino,420,6
Norma,Rivera Mejía,21,Femenino,280,7
Juan,Morales Cardona,20,Masculino,182,6
Óscar,Arévalo Torres,27,Femenino,166,6
Sebastián,Romero Cárdenas,23,Masculino,17,7
Ángela,Palacios Gómez,39,Masculino,150,3
Javier,Carvajal Castro,25,Femenino,339,5
Óscar,Sánchez García,41,No binario,45,4
Jhon,Márquez Jiménez,43,Femenino,502,8
David,Daza Méndez,28,Masculino,189,5
Melissa,Márquez Oviedo,26,Masculino,651,6
Rubiela,Rodríguez Guerra,27,Femenino,61,6
Fabián,León Rodríguez,38,Masculino,294,4
Blanca,Valencia Medina,35,Femenino,33,4
Andrés,Jaramillo Ramos,42,Femenino,299,4
Hernando,Rodríguez Guerrero,23,Femenino,415,5
María,Aguirre Buitrago,28,Masculino,624,4
María,Gómez González,51,Masculino,549,1
Lucy,Rivas Rodríguez,24,Femenino,431,7
Natalia,Salazar Fuentes,38,Prefiero no decir,495,8
Yesid,Murcia Ruiz,24,Masculino,100,5
José,Cruz López,41,Femenino,23,5
Eider,Mora Fuentes,54,Femenino,420,1
Manuel,Martínez López,21,Femenino,424,6
Viviana,García Ramos,20,Femenino,487,7
Daniela,Hernández Figueroa,38,Femenino,730,4
Julia,Caballero Cortés,40,Femenino,89,4
Stella,Garcés Sánchez,20,Masculino,209,7
Andrés,Rueda Torres,26,Femenino,271,6
Elsy,Molina Cárdenas,44,Femenino,749,2
Misael,Perdomo Quiroga,24,Femenino,406,6
Claudia,Martínez Pacheco,32,Masculino,721,5
Flor,Jaimes Castro,35,Femenino,278,5
Mónica,Quintero Moreno,18,Masculino,206,7
Andrés,Suárez Arroyo,20,Masculino,590,7
Claudia,Mantilla Vargas,27,Masculino,328,5
Carlos,Hernández Delgado,27,Femenino,610,8
Viviana,Alzate Bonilla,25,Femenino,336,5
Alberto,Guerrero Rueda,21,Femenino,606,7
Milena,Jaramillo Carrillo,25,Masculino,592,5
Leidy,Díaz Velásquez,18,Femenino,38,7
Viviana,Navarro Rodríguez,32,Femenino,228,8
Mayra,Barreto López,34,Masculino,483,3
Jenny,Ramírez Castro,35,Masculino,134,8
Armando,Rojas Ramírez,20,Femenino,708,7
Orlando,Castro López,18,Masculino,390,7
Elmer,Martínez Ramírez,44,Prefiero no decir,794,4
Luz,Bermúdez Chávez,18,Masculino,613,7
Felipe,Gutiérrez Quintero,22,Masculino,425,7
Lina,Monsalve Sánchez,36,Femenino,587,4
Edinson,Gutiérrez Salgado,30,Masculino,510,8
Sebastián,Duarte Zapata,40,Masculino,720,2
Edison,González García,41,Masculino,595,4
Sebastián,Vásquez Rojas,38,Femenino,427,5
John,Muñoz González,24,Masculino,655,6
Amparo,Navarro Gómez,23,Femenino,474,6
Fabio,Cardozo Polo,57,Masculino,568,1
Juan,Gaitán Ramos,31,Femenino,361,8
James,Gómez Ramos,47,Masculino,799,2
Sebastián,Vargas Castañeda,37,Masculino,211,4
Eduardo,Martínez Ortega,52,Femenino,179,1
Francy,Cuesta Suárez,30,Masculino,58,5
Alexander,Rojas Alzate,34,Femenino,73,8
Diego,Valencia Camargo,21,Masculino,215,6
Johana,Herrera Osorio,19,Femenino,778,7
Arnulfo,Corredor Quintero,53,Femenino,73,1
Dario,Barreto Rodríguez,28,Femenino,467,5
José,Martínez Oviedo,41,Prefiero no decir,271,5
Freddy,Pérez Gómez,30,Masculino,499,5
Olga,Díaz Correa,31,Femenino,354,3
Lilia,Uribe Barrios,18,Masculino,234,6
Duván,Gaviria Martínez,33,Masculino,319,5
Israel,Martínez Molina,21,Masculino,19,7
Jairo,Franco Valderrama,35,Femenino,625,5
Milena,Cárdenas Jiménez,32,Femenino,575,4
Ernesto,Riascos Contreras,24,Masculino,372,6
María,Rodríguez Tamayo,36,Femenino,184,4
Pedro,Martínez Sanabria,20,Femenino,277,7
Junior,Betancur Torres,24,Femenino,674,6
Walter,Agudelo Bernal,37,Masculino,755,4
Marina,Rodríguez Valencia,28,Masculino,145,8
Andrés,Ortiz Cuesta,32,Masculino,658,5
Isabel,Guerra Cruz,45,Masculino,81,3
Felipe,Hoyos Salcedo,29,Masculino,322,6
Alberto,Romero Beltrán,27,Masculino,435,4
Elkin,Ariza Rodríguez,20,Prefiero no decir,43,7
Bladimir,Chaparro Sierra,21,Femenino,313,7
Mauricio,Bonilla Ocampo,39,Femenino,293,8
Juan,Osorio González,30,Femenino,688,5
Juan,López Rivas,35,Femenino,69,5
Germán,Caicedo Hernández,19,Masculino,56,7
Iván,Agudelo Córdoba,39,Femenino,631,3
Cristina,Gutiérrez Rico,31,Masculino,204,5
Dora,Aguirre Fuentes,35,Masculino,420,5
Jorge,Sepúlveda Medina,41,Masculino,567,3
Yolanda,Torres Pérez,32,Masculino,550,5
Andrés,Cifuentes Cáceres,22,Femenino,243,7
Doris,Acosta Álvarez,18,Femenino,201,7
Alfonso,Quiroga Sepúlveda,37,Masculino,748,3
Daniela,López González,33,Masculino,474,3
Ángel,Peña Arrieta,32,Masculino,527,4
Judith,Jaramillo Daza,20,Femenino,656,7
Gerardo,Nieto Meza,28,Masculino,77,3
María,Restrepo Camargo,24,No binario,478,6
Mariela,Medina Corredor,34,Masculino,440,3
Mario,Rueda Mejía,21,Prefiero no decir,263,6
Alonso,Cabrera Villa,30,Masculino,185,5
Lorena,Solano Sarmiento,20,Masculino,55,7
Abel,Zapata Bermúdez,36,Masculino,308,4
Álvaro,López Perdomo,23,Femenino,516,6
Luis,Beltrán Mendoza,34,Masculino,299,4
Mateo,Pérez Bernal,32,Femenino,552,6
Nelly,Suárez Medina,22,Masculino,230,7
Alberto,Zambrano Montoya,34,Femenino,377,3
Daniela,Calderón Hernández,23,Masculino,286,7
Isabel,Alzate Sánchez,29,Masculino,138,6
Jairo,Ospino Arango,40,Masculino,478,3
Rosalba,Díaz García,26,Prefiero no decir,615,5
Lucía,Ojeda Valencia,39,Masculino,7,4
Isabel,Manrique Caicedo,23,Masculino,676,6
María,Pacheco Tamayo,23,Masculino,419,7
Ricardo,Becerra Sánchez,37,Femenino,472,3
Juan,Martínez Ocampo,28,Masculino,420,5
José,Sarmiento Rangel,22,Femenino,276,7
Javier,Correa Rodríguez,40,Masculino,561,8
Angie,Sánchez Mosquera,39,Masculino,608,5
Juan,Pineda Padilla,33,Masculino,571,8
Pablo,Velasco Rincón,28,Femenino,743,5
Luz,Betancur Fernández,26,Masculino,689,5
Irene,Páez Carvajal,18,Masculino,90,7
Luis,Camacho Sánchez,25,Masculino,282,5
Gilma,Olaya Roa,30,Femenino,548,5
Milena,Correa Ávila,34,Masculino,171,5
Carlos,Acosta González,19,Masculino,638,7
Andrés,Sánchez Pineda,22,Femenino,355,7
Felipe,Erazo Romero,26,Masculino,204,5
Elena,Alvarado Ramírez,27,Masculino,289,5
Orlando,Ballesteros Guevara,25,Femenino,462,5
Jorge,Estrada Escobar,28,Masculino,609,6
Mónica,Sarmiento Montoya,41,Masculino,750,4
Jair,Marín Alzate,19,Masculino,173,7
Liliana,Torres García,26,Masculino,301,5
Luis,Becerra Rodríguez,32,Prefiero no decir,600,5
Willian,Cárdenas Parra,44,Masculino,529,3
Rocío,Peña Escobar,41,Femenino,140,4
Gabriela,Gutiérrez Gómez,31,Femenino,766,8
William,Castillo Contreras,29,Femenino,278,5
Alejandra,Gamboa Monsalve,30,Femenino,663,4
Jenny,Espitia López,28,Masculino,511,5
Luz,Henao Amaya,30,Masculino,346,5
Pablo,Lozano Uribe,38,Femenino,140,2
Alberto,García Ríos,27,Femenino,114,5
Francisco,Rivera Hernández,30,Masculino,580,5
Fernando,Monsalve Rojas,23,Masculino,507,5
María,Niño Forero,31,Masculino,366,5
Gladys,Nieto Rueda,34,Femenino,691,5
Sandra,Burgos Cifuentes,35,Femenino,637,8
Miguel,Ayala Rodríguez,28,Femenino,397,5
Amelia,Suárez Cortés,39,Masculino,745,4
Rocío,Ramírez Torres,40,Masculino,659,4
Juan,Fernández Durán,31,Masculino,111,5
Leandro,Ardila García,21,Masculino,358,7
María,Arias Cardona,32,Masculino,238,4
Ana,Vera Palacios,23,Masculino,3,6
Fernando,Bravo Hernández,50,Masculino,723,2
Andrés,Arteaga Trujillo,37,Femenino,404,5
Catalina,García García,20,Masculino,25,7
Leonardo,Romero Parada,29,Masculino,509,5
Olga,Oviedo Rojas,27,Femenino,696,5
Milena,Arias Herrera,33,Masculino,465,4
Lina,Romero Melo,21,Masculino,61,6
Martha,Castro Navarro,47,Femenino,508,2
Diego,Flórez Rojas,18,Femenino,123,7
Andrés,Delgado Obando,32,Femenino,497,4
Jorge,Castro Salcedo,20,Masculino,55,7
Moisés,González Pérez,24,Prefiero no decir,163,5
Rosalba,Zambrano Villamizar,22,Masculino,699,6
Juan,Valencia Gómez,25,No binario,39,5
Maritza,Triana Triana,38,Femenino,697,8
Teresa,Rincón López,43,Femenino,83,3
Milena,Bonilla Rodríguez,31,Femenino,707,4
Consuelo,Corredor Paz,41,Femenino,546,5
Hernán,Mantilla Granados,34,Masculino,113,3
Alonso,Vera Niño,33,Femenino,425,4
Yamid,Contreras Mora,35,Femenino,230,8
Gregorio,Cortés Muñoz,35,Masculino,283,8
Giovanni,Camargo Velasco,28,Femenino,287,5
Carolina,Ramírez Arteaga,38,Femenino,155,8
Wilson,Sepúlveda Zambrano,34,Femenino,165,5
Alba,Flórez Pérez,34,Masculino,182,4
Óscar,Medina Valencia,24,Masculino,239,6
Esperanza,Martínez Gutiérrez,23,Femenino,649,6
Jairo,Salazar Gutiérrez,27,Masculino,339,8
Stiven,González Vergara,31,Femenino,512,4
Duván,Toro Hernández,26,Femenino,266,6
Yudy,Chacón Ceballos,45,Masculino,187,2
Luz,Reyes Silva,37,Femenino,40,3
Inés,Romero Castrillón,49,Masculino,493,1
Andrés,Hernández Pérez,30,Femenino,679,8
Olga,Londoño Moreno,20,Masculino,391,7
Angie,Jiménez Rivera,20,Femenino,260,7
Eider,Valderrama Hernández,29,Femenino,655,5
María,Bejarano Rodríguez,28,Masculino,716,5
Isabel,Puentes Moreno,32,Masculino,176,4
Elena,Meza Acosta,35,Masculino,774,4
Sebastián,Díaz Restrepo,32,Masculino,764,5
Patricia,Jiménez Triana,19,Femenino,329,7
Myriam,Alvarado Calderón,20,Femenino,200,5
María,Hurtado Delgado,32,Prefiero no decir,711,3
Libia,García Vega,57,Masculino,196,1
Lorena,Herrera Zuluaga,41,Femenino,589,3
Omar,Córdoba Rodríguez,32,Femenino,531,5
Pedro,Caicedo Buitrago,35,Prefiero no decir,62,8
Rosa,Morales Franco,28,Masculino,327,6
Marco,Castañeda Espinosa,20,Femenino,281,7
Antonio,Núñez Díaz,30,No binario,762,5
Marcela,Sandoval Castillo,26,Femenino,227,5
Lucía,Soto Jaramillo,37,Femenino,639,3
Alonso,Castro Salcedo,24,Masculino,58,7
Alexander,Angulo Arenas,19,Femenino,477,7
Fernando,García Reyes,30,Masculino,376,4
Nelcy,Palacios Naranjo,29,Masculino,716,5
Lucila,Ramírez Rodríguez,28,Masculino,243,5
Carlos,López Gómez,25,Masculino,367,6
David,Alfonso Guevara,36,Masculino,500,8
Enrique,López Rodríguez,23,Masculino,252,6
Patricia,Obando Rojas,38,Masculino,322,5
Jesús,Guevara Pérez,51,Masculino,376,2
Luis,Villamil Rojas,34,Masculino,409,3
Sandra,Cortés Velásquez,34,Femenino,711,4
Carlos,Velásquez González,47,Femenino,488,2
Andrés,Gómez Romero,22,Femenino,343,6
Diana,Riascos Martínez,18,Masculino,240,6
Andrés,Rojas Mosquera,45,Femenino,139,3
Felipe,Quiroz Ibarra,18,No binario,122,7
Sneider,Romero Arboleda,38,Masculino,420,4
Jonathan,Beltrán Camacho,32,Masculino,561,5
María,Ortiz Arias,31,Femenino,304,4
Beatriz,Torres Castro,37,Femenino,115,5
Andrés,Lozano Castellanos,35,Masculino,343,4
Elizabeth,Gómez Ruiz,30,Femenino,251,5
Faber,Ortega Ramírez,23,Masculino,7,5
Eduardo,Córdoba Beltrán,22,Femenino,731,8
Alejandro,Montoya Álvarez,43,Masculino,589,2
Shirley,Jiménez López,40,Masculino,179,4
Andrés,Hurtado Vásquez,35,Masculino,145,2
Luis,Barrera Luna,25,Masculino,416,6
Mario,Fonseca Rendón,45,Prefiero no decir,666,2
Manuel,Muñoz Valencia,23,Femenino,121,7
María,Estrada Acosta,34,Femenino,124,5
Margarita,Manrique Loaiza,30,No binario,150,5
Maira,Soto Palacios,29,Masculino,397,5
Alejandra,Velásquez Vera,32,Masculino,381,4
Luis,Quintero García,30,Femenino,780,4
Luis,López Sandoval,27,Femenino,1,5
Rocío,Arias Villa,21,Femenino,673,6
Alfonso,Rodríguez Ocampo,34,Masculino,244,4
Lina,Ortega Castro,37,Femenino,398,3
Juliana,Acosta Yepes,31,Femenino,251,8
Diana,Cortés Hernández,45,Femenino,576,2
Francisco,Soto Serrano,20,Prefiero no decir,299,7
Luz,Ortiz Flórez,22,Femenino,760,7
Henry,Ramírez Hernández,30,Femenino,297,5
Alejandra,Silva Perdomo,36,Masculino,500,3
Andrea,Rodríguez Londoño,30,Masculino,115,4
Fanny,Bernal Mejía,24,Femenino,1,6
Luis,Cuesta Cuesta,28,Masculino,553,6
Juan,Orozco Gutiérrez,22,No binario,685,7
Diego,Caballero Sánchez,36,Femenino,600,8
María,Navarro Valencia,27,No binario,482,6
Andrés,Prieto Pérez,39,Masculino,610,4
Cecilia,Parra Benítez,38,No binario,600,4
Aura,Bedoya Mejía,21,Femenino,763,7
Astrid,Cortés Ballesteros,33,Femenino,510,4
Carlos,Cabrera Sierra,41,Masculino,335,3
Juan,Navarro Calderón,18,Femenino,465,6
Hernán,Sánchez Aguilar,35,Femenino,141,5
Ana,Sarmiento Duque,36,Masculino,583,8
Alfonso,Ruiz Valencia,29,Masculino,137,6
Javier,Acosta Hurtado,33,Femenino,611,3
Francisco,Prada Rojas,38,Masculino,663,8
Angélica,Galindo Leal,37,Masculino,687,4
Enrique,Parra Forero,27,Masculino,167,5
Hernando,Sierra Trujillo,29,Femenino,343,5
Felipe,Gonzáles Monsalve,43,Femenino,410,2
Yaneth,Roa Velásquez,28,Masculino,769,5
Viviana,Beltrán Espitia,32,Masculino,736,3
Carmen,Córdoba Granados,34,Femenino,65,5
Fredy,Gómez Vélez,26,Masculino,581,5
Jaime,Acevedo Becerra,18,Masculino,67,7
Pedro,Bejarano Escobar,23,Masculino,433,7
Felix,Mora Becerra,29,Masculino,50,4
Dina,Vélez Triana,28,Femenino,314,5
Luz,Hoyos Ramírez,26,Femenino,309,5
Antonio,Rodríguez Torres,41,Femenino,603,4
Enrique,Leal Castillo,23,Masculino,115,7
Juan,Medina Contreras,22,Masculino,569,6
Andrés,Jiménez Lozano,31,Masculino,342,4
José,Rincón Reyes,33,Masculino,530,5
Yaneth,Castillo Zambrano,39,Masculino,784,3
Germán,Pérez Espinosa,23,Femenino,642,6
Sandra,Acosta Murillo,36,Masculino,495,3
Ana,Cortés Mora,31,Femenino,269,8
Richard,Gutiérrez Pardo,22,Femenino,80,7
Isabel,Arias Torres,36,Masculino,456,5
Andrés,Silva Parra,30,Masculino,299,6
Elena,Mejía Torres,29,Femenino,202,8
Carlos,Pineda Gómez,30,Femenino,503,5
Álvaro,Rosero Flórez,40,Femenino,737,4
Antonia,Montoya Jiménez,26,Masculino,671,5
Luis,Meneses Agudelo,19,Femenino,716,7
Elena,Delgado Martínez,27,Masculino,649,6
David,Bonilla Rodríguez,23,Femenino,485,6
Luz,Becerra Sánchez,18,Femenino,585,7
Alexander,Martínez Torres,19,Femenino,560,7
Benjamín,Duarte Romero,37,Masculino,18,8
Cristian,García Contreras,38,Femenino,478,3
Elisa,Ortiz Osorio,23,Femenino,488,5
María,López Suárez,23,Masculino,779,6
Orlando,Granados Cardona,24,Femenino,446,7
Moisés,Castaño García,24,Masculino,340,6
